title;rating;duration;startTime
Slipdream;5.5;85;222
Berga: Soldiers of Another War;7.7;96;71
Rivers and Tides: Andy Goldsworthy Working with Time;7.9;90;1313
The Queen of Sheba Meets the Atom Man;7.1;110;1140
Big Eden;7.3;118;347
Love's Lone Flower;6.9;108;467
The Guatemalan Handshake;6.1;98;2
Wolfsburg;7.2;90;549
Biglang liko;6.0;90;1348
Siete mesas de billar francÃ©s;6.6;116;1289
How I Killed My Father;6.9;98;1188
Code 46;6.2;93;112
Gentleman B.;5.3;89;407
Visions of the Palio;9.0;55;408
Naran;7.2;150;31
Disc;8.0;105;670
Life with Big Cats;6.7;53;385
Year of the Fish;6.3;96;57
Footpath;5.3;164;192
Is It Really So Strange?;6.4;81;1171
God Has a Rap Sheet;6.7;118;135
Gangsters;6.4;90;509
Woman Thou Art Loosed;6.7;94;97
September 12th;8.7;77;752
Killer Pad;4.0;84;1225
Goal II: Living the Dream;5.9;115;873
Persepolis;8.0;96;703
The Empty Acre;4.2;103;895
Sanctimony;2.6;87;605
Rulers and Dealers;5.4;93;1266
Kung Fu Dunk;4.9;100;706
Cold Showers;6.1;102;210
Welcome to Switzerland;5.1;105;482
Devadoothan;7.5;158;268
Revolver;6.4;111;1111
Draining Lizards;5.3;104;1136
The Kid Stays in the Picture;7.3;93;596
The Treasure of Thomas Beale;8.9;53;10
Cuban Rafters;7.3;120;756
Green Dragon;6.1;115;519
Fool's Gold;5.8;55;1372
Trivial;4.9;103;1321
Zodiac Sign;5.8;97;310
W.C.;3.8;80;639
One Man Show: A Musical Documentary;7.2;74;807
Three of a Kind;4.7;102;1228
Alla fine della notte;6.0;93;1039
The Last Day;6.1;104;757
Kiltro;5.7;93;486
Phase IV;5.0;103;767
The Hobbit: An Unexpected Journey;7.8;169;1077
Billa No. 786;4.5;140;838
Rails & Ties;6.7;101;575
Fiddlers Walk;6.8;75;141
1,99 - Um Supermercado Que Vende Palavras;5.4;72;366
Los que quisieron matar a Franco;5.9;95;1227
Shopner Desh;6.5;100;990
Asakusa Kid;6.9;111;671
L'oeil de l'autre;5.5;84;990
Odd Little Man;6.4;88;449
Selkie;5.8;88;196
Demonic Beauty;5.7;105;173
Wheels of Fortune;7.2;70;402
School Killer;4.2;86;109
Noam Chomsky: Rebel Without a Pause;7.2;74;484
Med kameran som trÃ¶st, del 2;7.3;76;1290
The Last Fuck;6.7;70;110
December Boys;6.5;105;429
Early in the Morning;6.8;75;303
Like a Brother;5.6;54;853
My Name Was Sabina Spielrein;6.2;90;990
Et steinkast unna;6.0;51;967
The Hard Word;6.0;102;993
America's Sweethearts;5.7;102;1165
Falling Like This;6.1;94;1293
Silicon Valley;7.2;83;802
En Route;5.9;80;1353
Scorpion;5.4;98;952
An Impossible Crime;6.2;100;1153
Carreiras;7.1;72;964
La fabbrica del vapore;7.8;90;137
Dynamite;4.6;95;150
Mr In-Between;6.4;98;267
The Living and the Dead;5.9;83;770
Bungee Jumping of Their Own;7.0;107;721
The Messenger;7.1;113;591
Captain Alatriste: The Spanish Musketeer;6.1;145;302
Spooked;4.9;94;98
Bearing Witness;8.4;90;121
Poison Dust;6.9;84;603
Casshern;6.1;142;852
The Wall Man;5.0;98;550
Gitmo;6.4;82;810
Chopin. Pragnienie milosci;5.0;134;956
Andarivaadu;4.5;162;352
Le chignon d'Olga;6.8;96;1179
Satan Hates You;4.3;94;1251
Vacation;6.3;91;1291
Something That Sticks;8.1;70;1276
My First Mister;7.1;109;121
Enemies of Happiness;7.6;58;16
Mitr: My Friend;6.9;104;963
Threat of Exposure;3.9;90;837
Traffic Signal;6.6;130;1029
Isabella;7.0;91;534
Madurey;4.4;145;1066
Either Me or My Auntie;5.3;90;1291
O Signo do Caos;6.8;80;1183
Volver;7.6;121;1071
Give Me Your Soul...;6.1;82;498
Torque;4.1;84;902
Under the Same Sky;7.3;86;1002
1 Giant Leap;7.7;155;98
Bart Got a Room;5.6;80;179
Melanoma My Love;6.2;113;364
Riding Up Front;7.1;106;1120
Googoosh: Iran's Daughter;6.5;158;1060
Quartet for Two;7.2;104;960
In Good Company;6.2;96;38
CafunÃ©;6.2;92;533
Dil;7.0;180;79
Durchfahrtsland;7.8;91;104
Miffo;5.7;105;409
RomÃ©o et Juliette;4.8;105;887
Cialo;6.3;98;732
Dead Flesh;7.6;79;653
Oh, What a Lovely Tea Party;6.7;90;140
Oil & Water;5.9;95;409
Arizona Summer;4.7;102;184
Biohazardous;3.4;95;162
Mujer sin un destino;6.8;82;285
Making Waves;7.7;64;1370
Black Sea Raid;3.5;82;1217
Dororo;6.4;139;741
Reckless Indifference;7.1;94;99
Baran;7.8;94;779
Seabiscuit;7.3;140;741
Killer Tattoo;6.3;114;38
The Fantasticks;5.6;86;256
Charlie Butterfly;4.3;100;1270
Filhaal...;5.5;151;1227
Septem8er Tapes;5.7;95;455
Straight Right;5.9;81;859
Meine Frau, meine Freunde und ich;5.6;84;901
Checkout;5.1;100;485
Date Movie;2.8;83;972
El asadito;7.0;71;386
Marche et rÃªve! Les homards de l'utopie;6.7;97;73
Wild in the Streets;8.2;82;767
Alt for Norge;5.9;92;378
Black Days;7.5;123;477
Ang alamat ng lawin;4.9;100;4
Beyond the Wall of Sleep;2.8;84;922
Chalk;6.2;85;491
Secret Lives: Hidden Children and Their Rescuers During WWII;8.3;90;580
Carrego Comigo;8.3;70;328
Charlie the Ox;8.0;93;487
Die Martins-Passion;7.6;96;1162
Angli: The Movie;3.7;114;1203
Retrieval;6.5;103;751
Ek Aur Ek Gyarah: By Hook or by Crook;5.2;144;663
Vallavan;4.7;118;1200
The New World;6.7;135;820
Rachel's Attic;3.6;112;268
Auto Shankar;5.0;170;459
Baliktaran: Si Ace at si Daisy;5.0;115;1182
The Music Man;7.5;107;1332
Art City 3: A Ruling Passion;7.2;58;829
Son of Man;6.5;86;465
Escape to Canada;6.8;80;707
Accepted;6.4;93;201
Black Jack;4.8;81;116
La rÃ©pÃ©tition;6.0;96;265
Free;7.3;96;1112
Fed Up;5.9;93;1093
Friends Forever;8.0;80;584
Thirteen Conversations About One Thing;7.0;104;17
North Country;7.3;126;841
S&man;5.7;84;194
Ghost Town: The Movie;4.1;115;887
Nemmeno il destino;7.0;110;440
The Samurai I Loved;7.1;131;493
Ed Gein;5.5;89;1345
Time Pass;4.2;88;667
Cop Unbowed;5.2;85;357
Heftig og begeistret - pÃ¥ sangens vinger;4.4;103;320
Quartier V.I.P.;3.7;99;133
Infection;5.7;105;1104
Ah yoo redi?;4.9;108;1222
Stonewashed;6.3;57;109
One Missed Call;6.2;112;358
Give and Take, and Take;6.9;80;1286
My Name Is Buttons;8.2;80;61
Don't Stop Dreaming;4.5;104;424
The Future of Pinball;6.9;58;936
13th Child;2.9;99;695
4;6.6;126;632
Tropix;3.7;101;882
The Sandman;6.5;100;1284
SofÃ­a;6.9;101;740
Gums & Noses;8.0;89;1172
Five Lines;6.9;110;597
Golmaal: Fun Unlimited;7.4;150;781
Yes I Am!;5.6;104;458
Divided We Fall;7.6;120;228
Ronny & Cindy in All of Us;8.6;60;62
Crazy Richard;3.2;64;961
Chromartie High - The Movie;6.1;85;541
The Wind;6.8;92;1233
The Red Baron;6.4;106;1296
Split Decision;7.6;75;1059
The Resurrection Game;3.8;91;1336
WhoAfraidWolf;6.4;85;605
I Know I'll See Your Face Again;6.0;98;880
Smoke Gets in Your Eyes;4.5;70;846
Ahista Ahista;7.0;122;713
The King Is Alive;6.3;110;587
Butterfly Man;5.2;95;614
Pettson & Findus - Tomtemaskinen;6.3;79;393
Dil Maange More!!!;5.1;123;146
Shanghai Hotel;6.3;110;32
Casi casi;5.8;93;1244
The Age of Man;4.9;88;93
Metal;6.1;90;129
Curse of the Forty-Niner;3.7;86;718
On Borders;7.1;60;1021
KM 31: Kilometre 31;5.3;105;62
Senza paura;5.8;84;864
Transfixed;5.3;105;30
Midsummer Madness;6.1;94;341
The White Dog Sacrifice;4.6;86;143
Kochankowie roku tygrysa;5.2;100;975
Once in a Lifetime;5.2;108;774
Siren;5.7;102;806
Piet Piraat en de betoverde kroon;5.3;60;638
One Among Us;4.5;83;748
Clara y Elena;6.2;98;946
Children Underground;8.3;104;1080
My Best Friend's Wife;5.2;85;193
The Men in White;5.9;90;791
Gogol Bordello Non-Stop;7.5;90;379
Heidi;5.5;135;286
Exit Wounds;5.6;101;927
You Did What?;4.6;87;1067
Welcome Home;6.9;98;610
Blue Remains;4.9;77;766
InvaXon - Alieni in Liguria;6.0;133;846
The Boss of It All;6.7;99;1280
So Much So Fast;7.5;87;257
The Extreme Team;3.7;78;878
Producing Adults;6.2;102;731
Queens Don't Cry;6.6;92;1323
Killing Time;5.9;81;227
On the Beach Beyond the Pier;6.2;130;66
The Big White Wall;6.3;46;1384
Bajar es lo peor;5.3;84;1305
Roads to Koktebel;6.9;100;976
Kids in the Hall: Same Guys, New Dresses;6.9;93;1203
Bellaria - So lange wir leben!;7.6;100;585
The Person de Leo N.;7.9;85;630
Gumby Dharma;7.2;72;840
Une vie en l'air;6.9;45;885
Hulchul;7.0;149;1217
Half Nelson;7.2;106;288
Guiana 1838;7.1;120;394
Chencho y su gran dote;7.7;75;1114
Intern;4.5;90;80
This Is What Democracy Looks Like;7.6;72;309
The 24th Day;6.5;92;1154
13 Going on 30;6.2;98;1165
Personal Sergeant;6.2;79;711
Times and Winds;7.3;111;102
Passport;6.3;71;1244
Robert Fortune: The Tea Thief;8.7;52;553
RefrÃ¤nger frÃ¥n kÃ¤llaren;6.1;54;1103
Nit zivota;7.5;93;801
Latin Divas of Comedy;7.0;90;283
Dear Pyongyang;7.8;107;1052
Charlie's Angels: Full Throttle;4.9;106;516
Kolay para;4.5;97;433
Punctured Hope: A Story About Trokosi and the Young Girls' Slavery in Today's West Africa;7.8;91;339
Anji;5.9;148;939
Come and Go;7.0;175;285
The Do-Deca-Pentathlon;6.0;90;956
Amar y morir en Sevilla (Don Juan Tenorio);2.7;90;999
Unfinished Symphony: Democracy and Dissent;8.8;60;870
Nine Girls and a Ghost;5.2;96;539
Born Wild;5.9;109;501
Posylka s Marsa;5.4;119;351
Doomsday Man;3.7;89;437
Something Something... Unnakum Ennakum;6.8;178;412
American Crude;3.7;96;560
Head Under Water;6.1;115;53
Libiomfi;6.7;75;1225
Sleeping Luck;6.4;110;693
I'm a Cyborg, But That's OK;7.1;107;451
Saroja;7.2;103;404
Amazing Lives of the Fast Food Grifters;6.2;104;220
The Officer's Ward;7.4;135;978
House of Luk;5.3;114;295
Silsiilay;4.0;134;158
Conjurer;4.8;100;94
Berlin Stories;5.1;93;932
Utthaan;4.3;180;84
The Body;5.4;109;133
Nothing Sacred;6.0;98;275
Paper Chasers;6.9;80;218
Cachimba;6.4;142;984
Leroy;6.3;89;165
Det forbudte landshold;7.6;57;420
Horrors of War;2.9;99;769
Wally;9.1;77;630
Le pont des Arts;6.9;126;219
Singa Karawang Bekasi;6.1;90;634
Dil Vil Pyar Vyar;5.2;150;325
Statisti;8.0;50;387
The Stranger;6.4;102;858
Magic Flute Diaries;5.7;104;1091
Nobody Knows Anything!;3.3;90;728
Peroxide Passion;5.7;84;1269
Spun;6.8;101;258
The Miracle According to SalomÃ©;6.3;97;1327
The Twilight;5.6;83;1272
Silver Man;4.7;98;400
Henri Cartier-Bresson: The Impassioned Eye;7.3;72;1229
Memorias del desarrollo;7.1;113;176
Penny Ante;6.6;93;273
The Burning Land;4.5;87;314
The Souvenirs of Mr. X;5.8;102;522
Adolphe;6.0;102;1246
I Love You Baby;4.9;110;1106
The Unknown Woman;7.4;118;263
Kaash... Hamara Dil Pagal Na Hota;4.0;149;1051
Das Erbe der Bergler;7.3;97;1258
Prodigy;6.5;120;1025
Imagine Me & You;6.8;90;17
Cougar Club;4.1;97;496
Gargaroth;6.0;45;286
I'm Going Home;7.0;90;20
Picasso Face;5.1;95;966
Until the Lights Come Back;6.8;132;130
The Gits;7.9;82;796
Coffee and Language;7.8;87;845
The Good Cop;5.8;87;190
Max;6.5;106;481
Dear Fidel;6.7;90;1148
Reyna: Ang makulay na pakikipagsapalaran ng mga achucherva, achuchuva, achechenes...;5.2;98;72
The Butterfly Lovers;6.3;95;856
A Broken Sole;6.2;97;1130
Matzpen: Anti-Zionists in Israel;8.5;54;771
In Search of the Papin Sisters;6.3;94;1317
Sixty Six;6.7;81;79
Yours Emotionally!;4.0;86;324
Starlit High Noon;7.0;92;1215
Der Mann von der Botschaft;6.7;100;324
White Nights;7.6;91;433
La toma de la embajada;5.7;110;938
Another Life;4.7;85;818
Nite Tales: The Movie;4.0;93;602
The Third Nail;4.9;91;287
American Dreamz;5.4;107;983
Hope & a Little Sugar;6.9;82;424
Harry + Max;5.5;74;841
Dead End Massacre;4.6;80;1183
Tenfold;5.8;102;708
Kaulayaw;7.2;100;136
Fracture;7.2;113;126
Chasing Liberty;6.1;101;1096
KL Menjerit 1;5.3;100;293
Chelyabumbiya;3.0;115;930
Hotel GondolÃ­n;6.7;52;555
Full Pink Ahead;3.7;100;1246
Tokyo Nights;8.4;61;1333
Let No One Put Asunder: The Legal Recognition of Same Sex Marriage in Canada;6.8;45;1216
Sinus;5.2;114;805
Days of Love;2.6;110;704
Manhattan, Kansas;7.8;75;1298
Fifteen;6.7;85;842
Hikikomori: Tokyo Plastic;5.7;75;391
E adesso sesso;3.4;90;1125
Watermarks;7.1;80;1230
Je ne suis pas lÃ  pour Ãªtre aimÃ©;7.1;93;148
Sucker Punch;3.3;90;1175
Come Into the Light;7.1;89;688
Broadway: The Golden Age, by the Legends Who Were There;8.3;111;122
Elektra, avagy bevezetÃ©s a kapitalizmus politikai gazdasÃ¡gtanÃ¡ba;9.2;83;761
Pathogen;7.7;82;457
Zen Noir;6.2;71;663
Alice;7.4;102;344
Ali;6.8;157;1085
Spy Kids;5.5;88;866
Sans moi;5.4;90;1334
Rolling Kansas;6.2;89;183
Vibrator;6.9;95;737
So Much Rice;5.6;84;674
Other Worlds;7.6;90;779
28 Weeks Later;7.0;100;757
Rap Sheet: Hip-Hop and the Cops;6.4;81;853
More Dogs Than Bones;4.9;92;787
Unbeatable Harold;5.4;82;441
Desmond & The Swamp Barbarian Trap;6.0;68;276
Maid in America;8.6;58;710
Picture Claire;5.5;91;669
The Eye 2;5.7;95;1100
North Beach;4.6;78;182
Under the Moonlight;6.9;96;1198
The Matador;6.7;96;448
Boran;6.9;99;632
Return to the Land of Wonders;6.9;88;751
Waging a Living;7.3;85;891
The Life and Times of MC Beer Bong;7.2;85;1265
Soba;6.0;84;411
Dubai;3.9;165;1239
Luther;6.6;123;746
Cheating in Chains;6.3;83;1134
Marathon;7.7;117;428
Everything Moves Alone;7.0;100;331
Mr. Right;5.8;95;23
Bruce Almighty;6.8;101;365
Jiyan;7.1;102;438
Beauty and the Beast: A Latter-Day Tale;6.0;91;1026
Et aprÃ¨s?;7.0;92;250
I Am Taraneh, I Am Fifteen Years Old;7.1;110;580
Weiser;6.2;95;108
Kiss Kiss Bang Bang;7.5;103;811
Spiral;6.4;91;99
Legit;3.5;87;1305
Bore Lee: U kandzama velegrada;6.0;58;528
My Beautiful Girl, Mari;6.6;86;352
Aussie Park Boyz;2.3;103;484
Baober in Love;4.9;95;422
Raasta;6.3;110;404
Haack: The King of Techno;6.7;70;138
Cover Story;3.9;96;848
Dante's Inferno;6.6;88;615
Valentine's Day;5.7;125;481
Bashing;7.5;110;723
Love Relations;5.3;103;711
Hamlet;5.5;93;1043
Mortuary;4.1;94;493
On Their Knees;6.2;76;1282
Fast Food Fast Women;6.4;95;584
Todo menos la chica;4.4;103;682
Inugami;6.0;106;471
Ode to the Poet;7.0;101;686
The Woven Stories of the Other;7.8;105;1055
Thunder Over Reno;7.2;93;392
Des Hoyaa Pardes;6.9;163;1151
Home on the Range;5.4;76;138
Alaudin;4.7;145;1092
Runaway;7.3;87;487
Dig!;7.8;107;575
Walking the Line;8.2;57;114
Emma's Bliss;7.2;99;658
Before You Go;5.6;94;518
Miss Wonton;7.5;87;1077
Frogmen Operation Stormbringer;3.3;90;325
Aaru;5.7;168;770
Ganges: River to Heaven;7.4;79;962
Little Men;8.0;74;60
Lie with Me;5.3;93;1147
Romance of Darkness;4.7;86;61
The Prince and the Pirate;5.5;90;1124
A Family Affair;5.0;107;1004
Limelight;8.8;90;1140
Date Less;6.1;80;1317
Boredom in Brno;6.9;103;860
Koi Mere Dil Se Poochhe;3.4;165;714
Qalb jari';3.7;107;299
On Each Side;5.6;95;396
One Missed Call 2;5.4;105;1221
O Delfim;6.5;88;979
Circleen: Mice and Romance;6.4;60;1323
From Other Worlds;4.8;88;369
Joseph Smith: Prophet of the Restoration;7.8;60;760
Forget America;6.8;90;638
Tooth Fairy;5.0;101;732
All at Sea;5.7;88;302
Tout pour l'oseille;4.9;94;537
Forget About It;4.7;88;289
Mr. and Mrs. Iyer;7.9;120;928
RÃªves de poussiÃ¨re;7.1;86;146
The Garden;8.4;196;326
I Love You;6.8;97;431
Redemption Road;6.8;87;572
Gerak Khas the Movie II;4.5;118;383
Numb;5.5;77;910
Jeena Sirf Merre Liye;4.4;137;880
Underdogs;8.5;87;76
The Homecoming of Jimmy Whitecloud;5.0;100;625
Shattered Glass;7.1;94;1300
Razor Wire Rodeo;6.1;52;25
Becoming Marty;6.0;99;103
Pressure;5.8;90;1052
Uncovered: The War on Iraq;7.5;83;1224
Slave;6.5;95;557
Le prof;4.2;100;567
Five Cent War.com;6.1;47;245
Ruta del Jaca;6.6;72;1166
The Bridge of San Luis Rey;5.1;120;1082
The Closet;7.0;84;175
RÃ©fractaire;5.5;97;552
Saving Grace;6.9;93;800
God Grew Tired of Us;7.9;89;1111
Crooked;4.0;93;1187
Mythic Hero;6.7;80;494
With Luv... Tumhaara;6.4;120;1089
Mike Bassett: England Manager;6.9;89;216
Trece entre mil;7.2;90;1344
Fairy Tale Auto;4.4;93;695
Mataperros;5.7;90;333
ÃŽles flottantes;6.6;82;334
Ilusiones rotas-11M;7.8;105;864
Dragon Reloaded;5.1;101;196
Parabola;6.8;111;547
Ge er men;7.7;90;891
Dil Hai Tumhaara;5.3;185;230
The River;6.8;104;495
Frankenstein & the Werewolf Reborn!;5.0;92;196
El Crimen Perfecto (The Perfect Crime);7.1;105;453
The Real Body;6.4;110;1262
State vs. Reed;7.1;60;414
Kangalal Kaidhu Sei;5.4;144;303
Sakuran;6.9;111;869
Proyecto Dos;4.9;97;857
Funny Money;5.3;98;1056
LunÃ¡rio PerpÃ©tuo;6.6;120;1010
Shag Carpet Sunset;7.2;80;920
Heidi M.;7.0;95;1255
Akame 48 Waterfalls;7.2;159;18
Libertas;5.6;130;185
Teacher's Pet;5.8;73;600
Kings of the Sky;7.4;68;152
Iowa;5.0;104;508
Killing Me Softly;5.5;100;497
Knightquest;6.9;45;468
The Garden;6.1;75;812
Four the Roses;6.6;90;1337
Tibet: Cry of the Snow Lion;7.6;104;1158
World Traveler;5.4;103;929
The Stonecutter;5.9;80;971
The Wash;4.8;96;1121
The Red Stuff;6.8;78;70
Van Wilder 2: The Rise of Taj;4.9;97;853
Dream;5.5;104;804
Swedish Beauty;4.9;88;751
FanÃ¡ticos;6.5;70;38
The Kite Runner;7.6;128;1071
Aan: Men at Work;5.7;149;578
After Sex;4.5;96;654
Beautiful Mistake;6.4;75;532
Maiko haaaan!!!;6.5;120;1274
Survival Island;4.9;95;389
Beautiful Life;7.1;110;983
Le deuxiÃ¨me souffle;5.7;155;346
Iden & Tity;6.6;118;805
Caballos en la ciudad;7.7;80;353
Warriors of Independence;6.5;77;364
Grand Theft Parsons;6.0;88;686
The Perfect Score;5.7;93;308
Wharf of Widows;7.0;90;110
Hotel Hibiscus;6.9;90;813
Maradona by Kusturica;6.8;90;501
Vital;6.8;86;671
M;6.2;110;78
Americano;6.1;95;146
Replay Revenge;7.0;60;768
Spying Cam;6.4;100;953
Singularity;9.0;96;40
Peaceful Warrior;7.3;120;407
Memories of Murder;8.1;131;336
Room to Rent;6.1;95;861
Rezervat za rozovi pelikani;7.5;59;941
Que sea rock;6.8;101;42
Diggity's Treasure;5.8;91;371
CrÃ³nica de un desayuno;5.4;109;796
No Man's Land;7.2;90;971
Barbaarit menneisyydestÃ¤;4.9;74;802
The Round and Round;1.2;131;1112
Gene-X;5.2;85;348
Kahit isang saglit;7.9;110;495
Partition;5.5;85;302
The Perfect Nanny;4.9;90;1252
After War;6.2;119;1068
Afterman 2;5.5;86;142
The Witches Hammer;3.5;91;2
Bad Seed;5.5;93;464
Jesus Is Coming;7.9;107;219
Charlie Wilson's War;7.0;102;535
The Cavern;2.8;95;157
Me You Them;6.9;104;586
The Boy Who Cried Bitch: The Adolescent Years;4.4;99;257
The Witches;5.3;106;964
The Little Polar Bear;5.9;78;71
Peter;6.1;80;589
Dinotopia: Quest for the Ruby Sunstone;5.4;75;850
Hungry Hearts;6.7;82;815
MVP: Most Valuable Primate;4.1;93;630
Ashes of God;7.8;73;1159
I Wanna Be Happy;5.6;108;960
The Lost Treasure of the Knights Templar II;5.3;78;391
From Wharf Rats to Lords of the Docks;9.1;82;280
PrivÃ©;6.7;50;1278
Dead in 3 Days;5.5;97;268
Party Crasher: My Bloody Birthday;3.7;91;1106
Vanilla Sky;6.9;136;656
Dos auroras;3.3;82;1306
Lola, la pelÃ­cula;5.5;100;670
Them;6.4;77;637
Olivetti 82;6.4;88;553
One Nite in Mongkok;7.1;110;283
Red and Blue;6.8;112;1306
The Plague;4.2;104;753
Dhund: The Fog;2.3;153;1181
Fight or Flight;7.3;84;612
Muhammad: The Last Prophet;7.4;95;410
Kiki and Herb on the Rocks;6.8;65;8
Cosas que hacen que la vida valga la pena;6.0;90;972
Sweet Amerika;7.7;101;1159
Los hÃ©roes y el tiempo;6.7;110;616
Anthony Zimmer;6.6;89;386
Xin tian you;4.2;96;304
Noel: The Samba Poet;6.8;99;805
Public Enemy;7.2;138;212
After the Reconciliation;7.1;74;1279
Daymaker;5.4;126;1197
Adventures Into Digital Comics;5.8;96;1157
Khachaturian;8.2;83;1351
The Putz;5.9;106;211
Rhineland;5.1;94;770
Towards Darkness;5.6;94;167
The Little Documentary That Couldn't;8.1;80;130
Something to Cheer About;7.3;90;399
When Voices Rise...;7.0;74;394
Big Dreams Little Tokyo;6.4;86;784
Gitarrmongot;6.2;89;136
Gone Baby Gone;7.6;114;480
The Bag Man;6.0;90;294
Chocolate: Deep Dark Secrets;4.8;160;629
66 AD: The Last Revolt;7.3;100;294
Fellini Narrates: A Discovered Self-Portrait;6.7;68;79
Driller;6.3;85;572
Tokyo Tower: Mom and Me, and Sometimes Dad;7.4;142;1263
Particles of Truth;6.8;101;1167
Tribute;7.4;90;759
The Vampire Conspiracy;3.0;90;1044
99 francs;7.3;100;168
Pee-wee's Big Holiday;6.1;90;784
The Ticking Man;5.4;85;953
Stalin;6.0;168;1190
Honeyrun;6.0;80;665
Baise-moi;4.5;77;1303
Manassinakkare;7.4;152;1049
Lansdown;3.4;80;146
P.S.;6.1;97;652
Brutal Incasso;3.7;87;769
The Lost;5.9;119;1048
Siete dÃ­as, siete noches;5.5;104;613
Dark Side of the Light;4.4;90;222
The Last Sentinel;3.7;93;346
The Men Who Fell;3.8;85;459
What Boys Like;5.0;85;21
Moscow Zero;3.0;82;1101
Avellaneda's Moon;7.2;143;1273
Other People's Mirrors;5.7;70;513
Il a suffi que maman s'en aille...;6.9;92;1286
A Million Miles;7.5;85;452
Restart;5.8;85;379
Sugar Times;6.5;105;336
Adored: Diary of a Porn Star;5.8;101;453
Ganes;6.2;107;432
Anacardium;6.9;94;934
The Circle;7.4;90;1047
36K;7.6;83;786
Missing Victor Pellerin;7.0;102;1121
Blue Spring;7.3;83;159
The Birthday;5.5;114;1081
Transsiberian;6.7;111;524
Lizard Baby;4.4;50;1026
Wildflower;3.5;92;175
Carandiru;7.6;145;700
Kucch To Hai;4.2;143;839
L'Ã©cole pour tous;4.9;97;9
Mummys Island;4.0;115;876
In Between;8.0;93;512
Dr. Babasaheb Ambedkar;8.8;197;1067
Without Mercy;7.6;113;51
FVVA: Femme, villa, voiture, argent;7.6;75;564
Zig Zag;5.9;101;517
Labyrinth;7.6;145;1028
Cero y van 4;6.7;92;347
The Pastry Girl;5.6;105;145
Unna ja Nuuk;5.0;78;581
Trailer Park of Terror;5.2;98;397
The Waiters;6.2;84;983
Enigma colÃ³n;6.6;60;1123
Mr. Deeds;5.8;96;431
WeiÃŸe Raben - Alptraum Tschetschenien;8.3;92;287
Nordstadt;4.9;90;776
Clean Thursday;6.5;46;300
Rice Girl;5.8;95;955
Labyrinth;7.1;115;1253
All About Darfur;6.4;82;583
The Wind Horse;6.9;88;589
Holy Lola;6.5;128;332
The Big Slaughter Club;4.6;71;276
Ancient Warriors;3.7;99;1339
Tomorrow;6.5;88;444
This Is My Body;5.3;87;1119
Seven Mummies;2.4;90;299
Kamataki;7.0;110;608
Wood & Stock: Sexo, OrÃ©gano e Rock'n'Roll;6.2;81;715
Afrika;5.0;112;56
Secret Things;6.1;115;552
Monobloc;4.9;83;505
Air Marshal;2.6;90;816
PieniÃ¤ eroja;6.4;58;622
Siouxsie - Dreamshow;8.3;144;597
Cenneti Beklerken;6.7;107;29
The Team;5.9;82;421
Onna kunishuu ikki;5.5;60;439
The Third Wave;6.3;115;65
Four Shades of Brown;7.2;192;1117
The Romance;6.1;106;859
Looking for Kitty;6.0;95;296
A Few People, a Little Time;6.6;104;1047
Whisky Romeo Zulu;7.5;105;246
Becoming Family;8.6;74;935
Bitter Sweet;3.6;89;1287
Sanam Teri Kasam;4.9;170;560
Slim Till Dead;5.1;92;907
Last Ball;7.0;96;856
Wishcraft;5.2;102;149
The Perfect Party;7.0;78;192
Gone Is the One Who Held Me Dearest in the World;7.0;95;1185
Grizzly Park;4.0;91;921
Vacas gordas;7.5;83;245
3055 Jean Leon;6.8;93;241
Shadow Hours;5.9;95;329
A Charming Mass Suicide;5.7;118;168
La vie secrÃ¨te des gens heureux;6.4;101;216
Einstein Girl;5.7;82;525
Main, Meri Patni... Aur Woh!;7.3;129;207
The Last Great Ride;5.0;89;651
Donsol;7.6;105;1118
The Sentimental Education of EugÃ©nie;4.2;83;16
Daniel the Wizard;1.7;81;552
Streets of Wonderland;7.5;123;530
Platzangst;6.3;64;1345
Raincoat;7.6;117;1296
The Counterfeiters;7.6;99;334
GrÃ¼sse aus Dachau;7.7;90;1129
Rhapsody in White;6.6;86;1214
Bravo, My Life!;6.1;92;185
Drunken Monkey;5.9;97;470
Slaves of the Realm;3.4;99;822
Yeonae;6.3;100;1183
Falling in the Paradise;6.2;93;871
Leni Riefenstahl: Her Dream of Africa;6.9;58;1101
Sugihara: Conspiracy of Kindness;8.6;103;303
A City Is Beautiful at Night;5.1;90;262
Without Rhyme or Reason;5.0;113;280
Neptune Cowboy;7.7;100;1049
C.R.A.Z.Y.;7.9;129;166
Rounding First;6.9;86;277
Collectors;6.7;80;1040
Childstar;6.0;98;32
The Broken;5.4;93;421
Ong Bak 2;6.2;98;993
Firetrap;5.3;97;966
Nagurimono: Love & Kill;7.4;93;1266
The Other's Life;6.3;84;1332
Posthumous Memories;6.8;101;608
Steam;4.7;120;1218
Sfiorarsi;6.2;105;654
17 rue Bleue;6.2;95;346
The Ten;5.0;96;406
Six Figures;6.7;108;234
Human Error;7.4;95;199
The Naked Monster;5.3;100;659
Sex Files: Ancient Desires;4.4;86;527
Wounded Animals;4.8;94;176
Freedom;2.5;133;208
The Last Stop;5.2;94;566
Say That You Love Me;7.5;112;347
Black Tape: A Tehran Diary, the Videotape Fariborz Kamkari Found in the Garbage;6.3;83;147
The Men Who Would Conquer China;6.4;78;1061
Waste of Space;5.2;78;746
Corn;4.5;97;1214
The Californians;4.9;87;205
All About the Benjamins;5.9;95;725
